Row Labels,CY2012,CY2013,CY2014,CY2015,CY2016,CY2017,CY2018,CY2019,CY2020,CY2021,CY2022,CY2023,CY2024,CY2025
123-054-01,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154
123-282-03,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976
124-043-28,7039,7039,7039,7039,7039,7039,7039,7039,7039,7039,7039,7039,7039,7039
124-043-29,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100
124-043-30,3947,3947,3947,3947,3947,3947,3947,3947,3947,3947,3947,3947,3947,3947
124-071-36,2789,2789,2789,2789,2789,2789,2789,2789,2789,2789,2789,2789,2789,2789
124-071-47,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806
124-921-15,3598,3598,3598,3598,3598,3598,3598,3598,3598,3598,3598,3598,3598,3598
127-010-05,2621,2621,2621,2621,2621,2621,2621,2621,2621,2621,2621,2621,2621,2621
127-023-03,7008,7008,7008,7008,7008,7008,7008,7008,7008,7008,7008,7008,7008,7008
127-030-31,4746,4746,4746,4746,4746,4746,4746,4746,4746,4746,4746,4746,4746,4746
127-040-04,5538,5538,5538,5538,5538,5538,5538,5538,5538,5538,5538,5538,5538,5538
127-040-09,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
127-090-04,3512,3512,3512,3512,3512,3512,3512,3512,3512,,,,,
127-090-05,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479
127-280-02,21516,21516,21516,21516,21516,21516,21516,21516,21516,21516,21516,21516,21516,21516
127-440-05,1813,1813,1813,1813,1813,1813,1813,1813,1813,1813,1813,1813,1813,1813
130-050-11,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473,5473
130-152-07,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492
130-152-08,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407,11407
130-152-12,28155,28155,28155,28155,28155,28155,28155,28155,28155,28155,28155,28155,28155,28155
130-152-13,466,466,466,466,466,466,466,466,466,466,466,466,466,466
130-152-16,5571,5571,5571,5571,5571,5571,5571,5571,5571,5571,5571,5571,5571,5571
130-152-17,16342,16342,16342,16342,16342,16342,16342,16342,16342,16342,16342,16342,16342,16342
130-152-18,22642,22642,22642,22642,22642,22642,22642,22642,22642,22642,22642,22642,22642,22642
130-163-32,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906
130-170-17,2530,2530,2530,2530,2530,2530,2530,2530,2530,2530,2530,2530,2530,2530
130-180-00,32088,32088,32088,32088,32088,32088,32088,32088,32088,32088,32088,32088,32088,32088
130-180-08,12655,12655,12655,12655,12655,12655,12655,12655,12655,12655,12655,12655,12655,12655
130-302-11,18288,18288,18288,18288,18288,18288,18288,18288,18288,18288,18288,18288,18288,18288
130-302-12,38184,38184,38184,38184,38184,38184,37905,37905,37905,37905,37905,37905,37905,37905
130-302-17,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752,5752
130-302-18,457,457,457,457,457,457,457,457,457,457,457,457,457,457
130-302-26,1729,1729,1729,1729,1729,1729,1729,1729,1729,1729,1729,4725,4725,4725
130-311-07,1200,1200,1200,1200,1200,1200,,,,,,,,
130-311-19,,,,,,,1200,1200,1200,2886,2886,2886,2886,2886
131-110-02,6330,6330,6330,6330,6330,6330,6330,6330,6330,6330,6330,6330,6330,6330
131-233-38,8955,8955,8955,8955,8955,8955,8955,8955,8955,8955,8955,8955,8955,8955
131-430-03,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191
1318-09-811-018,3396,3396,3396,3396,3396,3396,3396,3396,3396,3396,3396,3396,3396,3396
1318-09-811-020,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059
1318-10-417-048,1899,1899,1899,1899,1899,1899,1899,1899,1899,1899,1899,1899,1899,1899
1318-10-417-050,6128,6128,6128,6128,6128,6128,6128,6128,6128,6128,6128,6128,6128,6128
1318-10-417-051,5095,5095,5095,5095,5095,5095,5095,5095,5095,5095,5095,5095,5095,5095
1318-10-417-052,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830
1318-10-417-053,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989
1318-15-703-001,12317,12317,12317,12317,12317,12317,12317,12317,12317,12317,12317,12317,12317,12317
1318-15-703-002,2987,2987,2987,2987,2987,2987,2987,2987,2987,2987,2987,2987,2987,2987
1318-15-703-003,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610
1318-15-801-002,3477,3477,3477,3477,3477,3477,3477,3477,3477,3477,3477,3477,3477,3477
1318-15-802-005,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624
1318-15-802-006,10856,10856,10856,10856,10856,10856,10856,10856,10856,10856,10856,10856,10856,10856
1318-15-802-007,6466,6466,6466,6466,6466,6466,6466,6466,6466,6466,6466,6466,6466,6466
1318-15-802-009,9776,9776,9776,9776,9776,9776,9776,9776,9776,9776,9776,9776,9776,9776
1318-15-802-010,96001,96001,96001,96001,96001,96001,96001,96001,96001,96001,96001,96001,96001,96001
1318-15-803-003,7297,7297,7297,7297,7297,7297,7297,7297,7297,7297,7297,7297,7297,7297
1318-15-803-007,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823
1318-15-803-008,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994
1318-15-804-002,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520
1318-15-804-007,1806,1806,1806,1806,1806,1806,1806,1806,1806,1806,1806,1806,1806,1806
1318-15-804-008,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924
1318-22-001-004,3293,3293,3293,3293,3293,3293,3293,3293,3293,3293,3293,3293,3293,3293
1318-22-001-005,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404
1318-22-001-006,14772,14772,14772,14772,14772,14772,14772,14772,14772,14772,14772,14772,14772,14772
1318-22-001-007,13366,13366,13366,13366,13366,13366,13366,13366,13366,13366,13366,13366,13366,13366
1318-22-002-010,9390,9390,9390,9390,9390,9390,9390,9390,9390,,,,,
1318-22-002-012,4938,4938,4938,4938,4938,4938,4938,4938,4938,,,,,
1318-22-002-013,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290
1318-22-002-014,14745,14745,14745,14745,14745,14745,14745,7945,7945,7945,7945,7945,7945,7945
1318-22-002-015,2522,2522,2522,2522,2522,2522,2522,2522,2522,,,,,
1318-22-002-016,9126,9126,9126,9126,9126,9126,9126,9126,9126,,,,,
1318-22-002-109,,,,,,,,,,25976,,,,
1318-22-002-113,,,,,,,,,,,25976,,,
1318-22-002-115,,,,,,,,,,,,25976,,
1318-23-314-007,20415,20415,20415,20415,20415,20415,20415,20415,20415,20415,20415,20415,20415,20415
1318-23-401-007,10665,10665,10665,10665,10665,10665,10665,10665,10665,10665,10665,10665,10665,10665
1318-23-401-009,8559,8559,8559,8559,8559,8559,8559,8559,8559,8559,8559,8559,8559,8559
1318-23-401-010,10987,10987,10987,10987,10987,10987,10987,10987,10987,10987,10987,10987,10987,10987
1318-23-401-011,4079,4079,4079,4079,4079,4079,4079,4079,4079,4079,4079,4079,4079,4079
1318-23-401-013,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543,8543
1318-23-401-019,759,759,759,759,759,759,759,759,759,759,759,759,759,759
1318-23-401-020,34031,34031,34031,34031,34031,34031,34031,34031,34031,34031,34031,34031,34031,34031
1318-23-401-021,12840,12840,12840,12840,12840,12840,12840,12840,12840,12840,12840,12840,12840,12840
1318-23-401-022,1536,1536,1536,1536,1536,1536,1536,1536,1536,1536,1536,1536,1536,1536
1318-23-401-023,3673,3673,3673,3673,3673,3673,3673,3673,3673,3673,3673,3673,3673,3673
1318-23-401-026,39748,39748,39748,39748,39748,39748,39748,39748,39748,39748,39748,39748,39748,39748
1318-23-401-027,4576,4576,4576,4576,4576,4576,4576,4576,4576,4576,4576,4576,4576,4576
1318-23-401-028,4843,4843,4843,4843,4843,4843,4843,4843,4843,4843,4843,4843,4843,4843
1318-23-401-029,11098,11098,11098,11098,11098,11098,11098,11098,11098,11098,11098,11098,11098,11098
1318-23-401-030,4093,4093,4093,4093,4093,4093,4093,4093,4093,4093,4093,4093,4093,4093
1318-23-401-031,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251
1318-23-401-032,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491
1318-23-401-034,6191,6191,6191,6191,6191,6191,6191,6191,6191,6191,6191,6191,6191,6191
1318-23-401-036,3532,3532,3532,3532,3532,3532,3532,3532,3532,3532,3532,3532,3532,3532
1318-23-401-037,51369,51369,51369,51369,51369,51369,,,,,,,,
1318-23-401-041,13926,13926,13926,13926,13926,13926,,,,,,,,
1318-23-401-044,11954,11954,11954,11954,11954,11954,11954,11954,11954,11954,11954,11954,11954,11954
1318-23-401-045,25789,25789,25789,25789,25789,25789,25789,25789,25789,25789,25789,25789,25789,25789
1318-23-401-049,,,,,,,13926,13926,13926,13926,13926,13926,13926,13926
1318-23-401-051,,,,,,,51369,51369,51369,51369,51369,51369,51369,51369
1318-23-410-001,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144
1318-23-410-076,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045
1318-23-411-001,3754,3754,3754,3754,3754,3754,3754,3754,3754,3754,3754,3754,3754,3754
1318-24-401-008,7513,7513,7513,7513,7513,7513,7513,7513,7513,7513,7513,7513,7513,7513
1318-24-601-006,10893,10893,10893,10893,10893,10893,10893,10893,10893,10893,10893,10893,10893,10893
1318-24-601-007,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515
1318-26-101-002,3666,3666,3666,3666,3666,3666,3666,3666,3666,3666,3666,3666,3666,3666
1318-26-101-003,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149
1318-26-101-005,13084,13084,13084,13084,13084,13084,13084,13084,13084,13084,13084,13084,13084,13084
1318-26-101-007,7846,7846,7846,7846,7846,7846,,,,,,,,
1318-26-101-009,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881,6881
1318-26-101-011,,,,,,,,,1235,1235,1235,1235,1235,1235
1318-26-101-014,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856,6856
1318-26-101-015,767,767,767,767,767,767,767,767,767,767,767,767,767,767
1318-26-101-016,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,3250
1318-26-101-018,754,754,754,754,754,754,754,754,754,754,754,754,754,754
1318-26-101-063,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927
1318-26-101-094,,,,,,,7846,7846,7846,7846,7846,7846,7846,7846
1318-27-001-009,,,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730
1318-27-002-004,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
1319-19-201-003,1804,1804,1804,1804,1804,1804,1804,1804,1804,1804,1804,1804,1804,1804
1319-19-802-004,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,3175
1319-19-802-005,7110,7110,7110,7110,7110,7110,7110,7110,7110,7110,7110,7110,7110,7110
132-012-01,3181,3181,3181,3181,3181,3181,3181,3181,3181,3181,3181,3181,3181,3181
132-012-02,115507,115507,115507,115507,115507,115507,115507,115507,115507,115507,115507,115507,115507,115507
132-012-03,26477,26477,26477,26477,26477,26477,26477,26477,26477,26477,26477,26477,26477,26477
132-012-04,10088,10088,10088,10088,10088,10088,10088,10088,10088,10088,10088,10088,10088,10088
132-020-09,11033,11033,11033,11033,11033,11033,11033,11033,11033,11033,11033,11033,11033,11033
132-020-12,9632,9632,9632,9632,9632,9632,9632,9632,9632,9632,9632,9632,9632,9632
132-020-13,7112,7112,7112,7112,7112,7112,7112,7112,7112,7112,7112,7112,7112,7112
132-020-14,4911,4911,4911,4911,4911,4911,4911,4911,4911,4911,4911,4911,4911,4911
132-020-16,14965,14965,14965,14965,14965,14965,14965,14965,14965,14965,14965,14965,14965,14965
132-020-18,10441,10441,10441,10441,10441,10441,10441,10441,10441,10441,10441,10441,10441,10441
132-020-20,5152,5152,5152,5152,5152,5152,5152,5152,5152,5152,5152,5152,5152,5152
132-020-22,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378
132-020-23,6413,6413,6413,6413,6413,6413,6413,6413,6413,6413,6413,6413,6413,6413
132-201-06,11137,11137,11137,11137,11137,11137,11137,11137,11137,11137,11137,11137,11137,11137
132-201-07,62133,62133,62133,62133,62133,62133,62133,62133,62133,62133,62133,62133,62133,62133
132-202-09,9681,9681,9681,9681,9681,9681,9681,9681,9681,9681,9681,9681,9681,9681
132-203-01,6697,6697,6697,6697,6697,6697,6697,6697,6697,6697,6697,6697,6697,6697
132-203-02,3401,3401,3401,3401,3401,3401,3401,3401,3401,3401,3401,3401,3401,3401
132-211-04,4104,4104,4104,4104,4104,4104,4104,4104,4104,4104,4104,4104,4104,4104
132-211-05,20439,20439,20439,20439,20439,20439,20439,20439,20439,20439,20439,20439,20439,20439
132-221-05,861,861,861,861,861,861,861,861,861,861,861,861,861,861
132-221-06,2838,2838,2838,2838,2838,2838,2838,2838,2838,2838,2838,2838,2838,2838
132-221-12,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999
132-222-04,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723
132-222-05,2231,2231,2231,2231,2231,2231,2231,2231,2231,2231,2231,2231,2231,2231
132-222-11,2869,2869,2869,2869,2869,2869,2869,2869,2869,2869,2869,2869,2869,2869
132-222-12,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489,1489
132-222-15,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600,12600
132-222-16,4520,4520,4520,4520,4520,4520,4520,4520,4520,4520,4520,4520,4520,4520
132-222-17,5180,5180,5180,5180,5180,5180,2975,2975,2975,2975,2975,2975,2975,2975
132-222-19,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
132-222-21,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995
132-223-01,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016
132-223-02,6448,6448,6448,6448,6448,6448,6448,6448,6448,6448,6448,6448,6448,6448
132-223-05,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784
132-223-11,2630,2630,2630,2630,2630,2630,2630,2630,2630,2630,2630,2630,2630,2630
132-231-01,15291,15291,15291,15291,15291,15291,15291,15291,15291,15291,15291,15291,15291,15291
132-231-02,10987,10987,10987,10987,10987,10987,10987,10987,10987,10987,10987,10987,10987,10987
132-231-03,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417
132-231-04,9679,9679,9679,9679,9679,9679,9679,9679,9679,9679,9679,9679,9679,9679
132-231-05,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196,11196
132-231-07,12040,12040,12040,12040,12040,12040,12040,12040,12118,12118,12118,12118,12118,12118
132-231-08,9093,9093,9093,9093,9093,9093,9093,9093,9093,9093,9093,9093,9093,9093
132-231-09,2631,2631,2631,2631,2631,2631,2631,2631,2631,2631,2631,2631,,
132-231-12,5046,5046,5046,5046,5046,5046,5046,5046,5046,5046,5046,5046,5046,5046
132-231-15,16815,16815,16815,16815,16815,16815,16815,16815,16815,16815,16815,16815,16815,16815
132-231-20,13092,13092,13092,13092,13092,13092,13092,13092,13092,13092,13092,13092,13092,13092
132-231-21,8816,8816,8816,8816,8816,8816,8816,8816,8816,8816,8816,8816,8816,8816
132-231-22,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142
132-231-25,5624,5624,5624,5624,5624,5624,5624,5624,5624,5624,5624,5624,5624,5624
132-231-26,3542,3542,3542,3542,3542,3542,3542,3542,3542,3542,3542,3542,3542,3542
132-232-01,10152,10152,10152,10152,10152,10152,10152,10152,10152,10152,10152,10152,10152,10152
132-232-07,10384,10384,10384,10384,10384,10384,10384,10384,10384,10384,10384,10384,10384,10384
132-232-08,17239,17239,17239,17239,17239,17239,17239,17239,17239,17239,20213,20213,20213,20213
132-232-09,13001,13001,13001,13001,13001,13001,13001,13001,13001,13001,13001,13001,13001,13001
132-232-13,4049,4049,4049,4049,4049,4049,4049,4049,4049,4049,4049,4049,4049,4049
132-232-14,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151
132-232-15,31126,31126,31126,31126,31126,31126,31126,31126,31126,31126,31126,31126,31126,31126
132-233-01,700,700,700,700,700,700,700,700,700,700,700,700,700,700
132-240-01,20519,20519,20519,20519,20519,20519,20519,20519,20519,,,,,
132-240-02,3024,3024,3024,3024,3024,3024,3024,3024,3024,,,,,
132-240-03,1508,1508,1508,1508,1508,1508,1508,1508,1508,,,,,
132-240-04,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662,3662
132-240-05,4692,4692,4692,4692,4692,4692,4692,4692,4692,4692,4692,4692,4692,4692
132-240-06,3531,3531,3531,3531,3531,3531,3531,3531,3531,3531,3531,3531,3531,3531
132-240-07,3477,3477,3477,3477,3477,3477,3477,3477,3477,3477,3477,3477,3477,3477
132-240-10,8012,8012,8012,8012,8012,8012,8012,8012,8012,8012,8012,8012,8012,8012
132-240-11,2383,2383,2383,2383,2383,2383,2383,2383,2383,2383,2383,2383,2383,2383
132-240-13,2318,2318,2318,2318,2318,2318,2318,2318,2318,2318,2318,2318,2318,2318
132-240-14,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193,4193
132-240-16,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654
132-240-19,,,,,,,,,,20519,20519,20519,20519,20519
132-240-20,,,,,,,,,,3024,,,,
132-240-21,,,,,,,,,,1508,,,,
132-240-22,,,,,,,,,,,4532,4532,13232,13232
132-260-00,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565
132-260-01,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124
132-260-07,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225
132-432-03,4971,4971,4971,4971,4971,4971,4971,4971,4971,4971,4971,4971,4971,4971
132-432-06,4939,4939,4939,4939,4939,4939,4939,4939,4939,4939,4939,4939,4939,4939
132-432-09,4483,4483,4483,4483,4483,4483,4483,4483,4483,4483,4483,4483,4483,4483
132-432-11,4067,4067,4067,4067,4067,4067,4067,4067,4067,4067,4067,4067,4067,4067
132-600-01,,,,,6121,6121,6121,6121,6121,6121,6121,6121,6121,6121
1418-27-410-001,3529,3529,3529,3529,3529,3529,3529,3529,3529,3529,3529,3529,3529,3529
1418-34-111-024,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242
1418-34-101-001,1752,0,0,0,0,0,0,0,0,0,0,0,0,0
117-110-015,2510,2510,2510,2510,2510,2510,0,0,0,0,0,0,0,0
027-072-010,,,,,,,1550,1550,1550,1550,0,0,0,0
027-072-10,1550,1550,1550,1550,1550,1550,,,,,,,,
029-095-009,,,,,,,1929,1929,1929,1929,0,0,0,0
029-095-09,1929,1929,1929,1929,1929,1929,,,,,,,,
029-331-001,,,,,,,1537,1537,1537,1537,0,0,0,0
029-331-01,1537,1537,1537,1537,1537,1537,,,,,,,,
127-040-03,3871,3871,3871,0,0,0,0,0,0,0,0,0,0,0
090-192-061,0,0,0,0,0,0,0,0,0,0,0,0,0,1828
117-130-014,576,576,576,576,576,576,576,576,576,576,576,576,576,0
023-181-040,0,0,0,0,0,0,0,0,0,0,0,0,0,2800
031-030-010,,,,,,,1500,1500,1500,1500,1500,1500,1500,1500
031-030-10,1500,1500,1500,1500,1500,1500,,,,,,,,
031-241-011,,,,,,,965,965,965,965,965,965,965,965
031-241-11,965,965,965,965,965,965,,,,,,,,
031-290-39,4000,4000,4000,4000,4000,4000,,,,,,,,
031-290-039,,,,,,,4000,4000,4000,4000,4000,4000,4000,
090-041-029,196,196,196,196,196,196,196,196,196,196,196,196,196,196
093-051-007,11446,11446,11446,11446,11446,11446,11446,11446,11446,11446,11446,11446,11446,11446
094-190-011,143,143,143,143,143,143,143,143,143,143,143,143,143,143
098-210-024,2406,2406,2406,2406,2406,2406,2406,2406,2406,2406,2406,2406,2406,2406
117-071-028,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077
123-280-00,7389,7389,7389,7389,7389,7389,7389,7389,7389,7389,7389,7389,7389,7389
127-440-00,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315
1318-16-801-001,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,2240,2240,2240
